5440,노래를 알고들으니 더 울컥해지는 그런 영화,10
5441,라라랜드는 그냥 최고다.,10
5442,진짜 주인공은 세바스찬. 그래서 여운이 오래간다. 너무 멋진배우,8
5443,마지막 장면때문에 여운이 엄청 짙게 남네요,10
5444,여러번 봤지만 볼때마다 느낌이 너무 다르다..,10
5445,박평식이가 점수를 이만큼줬으면 대박영화인거다!!,10
5446,아 라이언고슬링 믓져. . .,10
5447,가슴이 먹먹해지는 영화...이유없이 장면마다 눈물이 흐른다,10
5448,황홀하다! 잠시 다른 세계에 갔다온 기분,9
5449,"그때 그랬었다면 지금 우리는 바뀌었을까, 다시 보고나니 유난히 슬프다",10
5450,마지막 10분 숨이 멎을 듯 먹먹한 감정이 계속되다  마지막 눈빛교환에서 감정이 폭발하네요,10
5451,감독 누군가 했더니 위플래시 감독이였네 훨씬 더 발전 된 모습을 보여준다,9
5452,아직 10대인 나에게 정말 깊은여운을 남긴 영화다...,10
5453,눈과 귀가 즐거워지는 영화,9
5454,응 그냥 최고야~~~~,10
5455,모든 감정이 한번에 다가오는 영화,10
5456,"진짜 아름답네요.. 이런 명작을 만들어준 감독,배우,스텝,연주자 정말 사랑합니다!!!",10
5457,다시봐도 재밌었어요!,10
5458,다시또봐도 마지막 결말때문에 또보게됨,10
5459,"현실같은 영화가 아니라 이 영화는 그냥 ‘현실’이다. 꿈, 청춘, 그리고 사랑이 함께 어우러진 아름다운 시절과 그 이후의 모습을 보여주는 인생작",10
5460,"영상미, 음악, 스토리, 두배우의 연기 빠질게 없습니다. 뮤지컬 영화중 최고이며, 인생영화입니다.",10
5461,몇번을 다시봐도 언제나 최고.,10
5462,강력한 여운을 남기는 영화..,10
5463,"단순한 사랑 영화라기 보다, 인생에 대한 영화인 것 같다. 마지막 장면에서 둘의 그 눈빛은 잊을 수가 없다.",8
5464,우리는 지금 어디쯤 와있는 것일까?,8
5465,엔딩장면에 세바스찬클럽에서 미아보고 피아노앞에 앉았을때 무슨곡칠지 알아서 너무슬펐고 회상하면서 현실로돌아오는 장면에 또한번 울었네요.해피엔딩을 원했던 저로서는 가슴이 왜이리 아픈지..여운이 많이남는 영화였습니다.엠마...,10
5466,내년 겨울에도 또 재개봉 했음 좋겠다. 추운밤 맘 따뜻해지는 예쁜 영화^^,10
5467,결말이 씁쓸했지만 그래서 더 좋았던 영화였던 것 같아요:),9
5468,1년만에 다시보니 내가 변해서인지 더 와닿네요. 대사도 괜찮아서 영어공부하려고 dvd 구매하려다가 생각접었습니다. 재개봉할때마다 극장에서 보는게 나을듯해서..이걸로 공부하다가 지겨워진다면 차마 그런짓은 못하겠네요. ...,10
5469,이렇게 아름다운 영화를 보고 나면 참 뿌듯해진다.  또 보고 싶어지는 영화.,10
5470,우리 솔진이와 함께 둘이서 영화를 보게 되어 굉장히 황홀한 경험이였습니다,10
5471,THE SOUND OF MUSIC 이후로  내 인생 최고의 영화! !,10
5472,동화속에 있는 기분이다 낭만적인 인생영화에 들어갈만한 영화 마지막신은 애틋하고도 씁쓸하다,10
5473,꿈꾸는 자들의 노래는 빛이 바래지 않는다. 매년 겨울마다 캐롤을 들어도 설레듯.,10
5474,ㅇ ㅏ..다시 또보고싶다. 라이언고슬링 노트북안에서 꺼내왔어!,10
5475,너무나 감동적인 영화..기회가 되면 다시 꼭 보러가고싶습니다,10
5476,인생영화예요! 재개봉해서 또 보러갔는데 진ㅉㅏ 너무 재밌고 뭔가를 울리네요 ㅠㅠ,10
5477,제 인생영화 입니다 꼭 보세요!,10
5478,"꿈이 현실이 되는 순간 , 노래가 사랑이 되는 순간 ,",10
5479,역시 라라랜드 음악부터 완벽 그자체 ㅠㅠㅜㅜ 재개봉해서 넘 좋아용 담에는 사운드 좋은 곳에서 보고싶다,10
5480,"표절이 아닌, 적절한 오마주를 통한 미래적 발전이 무엇인지 잘 보여주고 있는 작품.",10
5481,"뮤지컬 영화로서의 연출은 다소 호불호가 갈릴수도 있을듯. 하지만 스토리는 꿈을 향해 달려본적 있는 사람이라면, 그 과정에서 좌절해보고 사랑때문에 아파본적 있는 사람이라면 눈물 흘릴수밖에 없다",9
5482,어어음 꿀잼이였습니당,10
5483,슬프고 감동적이고  재밌습니다,10
5484,오늘 6번째 보고왔네요 이쁜 달력까지 받았어요 감히 내 인생에 최고의 영화라 하겠습니다 내가 그토록 경험하고픈 그대로 나왔습니다 감독 음악 배우 감사합니다,10
5485,인생영화 결말이 다하는 영화,9
5486,해피엔딩이 아니어서 식상하진 않았지만 그래서 더 애틋함이 있었던거 같았습니다~~^^,8
5487,마지막 10분을 위한 이야기,10
5488,"스릴러만 보는나에게 이정도 감동이면 엄청난거다,ㅎㅎ",10
5489,만에 본 로맨스 영화였는데 만족스러웠습니다. 현실적이란 말이 아주 와 닿았습니다. 사랑뿐만아니라 꿈과 현실사이에서 갈등하는 모습에서도 충분히 공감되어서 좋았습니다. 뮤지컬 스타일의 영화는 싫어함에도 좋은 음악이 있으...,8
5490,지금 OCN에서 한다 ㅋ,10
5491,너무 멋지고 영화끝나고서도 ost를찾아듣게되네요 혼자봤는데 엄마랑 같이볼걸 싶었어요,10
5492,"인생의 반을 살아온 엄마,그리고 그반을 살아온 아들이 함께 공감되는 이유는 뭘까요?  헤어나올수없는 영화인듯~~~",10
5493,꿈을 쫓는 사람들에게 주는 잔잔한 위로와 희망,10
5494,음악과 색감과 내용이 적절하게 어우러진 영화.,10
5495,꿈을 꾼다는 것은 어쩌면 그 과정의 영원한 반복,10
5496,"영상미, 연출, 배우들의 연기력, 스토리, 음악 등 모든 부분에서 빠짐없이 완벽한 영화. 후반부로 갈수록 귓가에서 맴도는 노래가 마음을 저리게 한다. 너무 뻔한 해피엔딩 러브스토리가 아닌, 주변에서 볼 수 있을 법한...",10
5497,뮤지컬 영화는 잘안보는데 이영화는  시간가는줄 몰르고 봤다.사랑이야기 면서  인생 이야기. 마지막 여운도 인상적이다,9
5498,아름다운 여운 이있는영화..,9
5499,평범한 길과 일상들이라도 음악은 그것들을 특별하게 만든다고 영화 비긴 어게인 에서 배웠고 실제 그런 감정과 감동을 느낀건 이 영화를 통해서였다. 모든게 완벽했다. 음악이 가슴을 울렸고 가슴이 음악을 향하게 했다.,10
5500,마치 Singin in the rain 을 떠오르게하는 클래식한 장면들이 너무너무 좋았습니다. 스토리와 두 배우의 연기는 말할것도 없구요.,10
5501,흘러가는대로 보다보니 끝나버렸다. 너무아름답네요.,9
5502,정말 아름다운 영화다 아쉬움이 있다면 내가 극장가서 못봤다는 정도,10
5503,내인생 최고의 명작 <라라랜드>,10
5504,환상적인 사랑을 노래하는 영화,10
5505,"와~! 정말 이영화 어떡하지.ㅎㅎ최고의 영화 인거 같아요 사랑과 음악그리고 꿈과 도전 아름답고,감동입니다.청년들에게 추천하고 싶습니다 꿈을향한 학생분들도 꼭! 보세요^^* 안보면 후회할 정도.",10
5506,"네이버 평점 등록 처음, 몇번을 봐도 좋은 영화",10
5507,영화를 보기 전에 왜 그렇게 미국에서 난리인지 몰랐다. 이제 보고나니 알 것 같다. 이 영화에 만점을 주지 않는다면 어느 영화에 만점을 주랴!,10
5508,내 평생 같은 영화를 세 번 보고도 다시 보고싶은 건 이게 처음인듯,10
5509,처음부터 끝까지 아름답다란 말만 떠오르네요..마지막에는 정말 어떻게 저런 슬픔을 저런 방식으로 전달할 수 있을까란 생각도 하게되는 영화였어요. 최고입니다,10
5510,꿈과 사랑을 표현한 음악의 마법,10
5511,난 솔직히 라라랜드의 여운이 잊혀지지않는다 정말 역대손꼽을명작이다 LA가고싶어ㅠㅠ,10
5512,'황홀함' 이라고 말할 수 있겠다,10
5513,저런 곳에서 살고싶다. 모든걸 음악적으로 예술적으로 또는 역경과 고난을 한편의 시트콤같이 풀어낼수있는 라라랜드 같은 곳,8
5514,설레임이 가득.. 그리고 서로를 성장시키는 이별ㅠㅠ,10
5515,지금까지 세번 봤으니까 딱 네번만 더 볼게요 여러분 아직 상영하니까 꼭 극장 가세요. 가야합니다,10
5516,"지루할 듯 끌어오던 감정을 끝에서 폭발시켜버리는 영화. 감상은 물론 취향이지만, 이 영화에서 중요한 것을 보지 못하고 최악이라고 표현하는 사람들이 안타까울 뿐.",10
5517,최고의 영화. 벌써 영화관에서 4번이나 봤네요. 미아와 세바스찬의 사랑을 보고 '이런게 진정한 사랑이 아닐까.'라는 생각이 들었습니다. 나의 사계절도 아름답게 만들어준 인생영화.,10
5518,전 여자친구도 이 영화를 보고 내 생각이 났을까,10
5519,초반엔 오음악좋네 재밌네 즐기다가 어느순간부터 알수없는 감정들이 뒤섞여서 눈물이 왈칵 쏟아졌다. 왜 눈물이 나지? 한마디로 설명하기가 힘든 그 감정들...,10
5520,아름답다 . 포스터만 봐도 벅차오르는 황홀감.,10
5521,영상 음악 연기 다완벽 했고 너무 재미있다,10
5522,내 인생최고의 영화 중 하나,10
5523,"처음부터 끝까지 완벽한 영화, 한번 빠지면 쉽게 헤어나오지 못할것.",10
5524,꿈. 낭만. 사랑. 그리고 현실.,10
5525,"연애영화 음악 영화인 줄만 알았는데 미아가 오디션할 때랑 혼자 연극할 때, 하고나서 제일 많이 울었다..ㅠㅠ",10
5526,왠만해서 영화관에서 두번안보는데 이건 봄,10
5527,할리우드의 클래식함에 흠뻑.,9
5528,언제나 라라랜드는 좋은거같습니다. 엔딩크래딧을 끝까지 본건 처음인데 좋더라고요!!!!,10
5529,최고.. 말이 필요 없네요~,10
5530,여러번 보고싶은 영화.,10
5531,작년에보고 일부로 아껴두고 올해 다시봤습니다..다시봐도 재밌을까 생각했는데.. 역시나 눈물이 주르륵 흐르고 감동의 여운이 계속 가네요..꿈꾸는자의 영화. 말로 표현할수가 없습니다.적어도 20대 중후반은 지나야 이해할...,10
5532,"꿈과 희망, 실패, 사랑, 이별과 같은 인간의 희노애락을 이렇게 아름답게 표현해낼 수 있을까",10
5533,이게 나에게 10이 아니면뭐가?,10
5534,통통튀는 음악영화인 척 하다가 이렇게 애절하게 사람의 마음을 눌러 눈물을 짜내다니..,10
5535,내인생영화...앞으로 매일 아침 오프닝 노래를들을것같다,10
5536,거지같은 한국영화들 사이에서 단비같았던 영화.사랑과 꿈에 대한 현실적인 이야기를 보았다.,10
5537,지칠때마다 찾아서 볼 영화다..,10
5538,봐도봐도 질리지않는 인생영화...가슴이 뜨거워진다,10
5539,아름다운 선율에 취한 시간들. 영화라기보다는 한편의 공연을 본 듯한 느낌.,10
5540,진짜 영화 잘만들었다. 그중에 마지막씬들은 정말 더 잘만들었다!,9
5541,오랜만에 보는 명작~~~,10
5542,굳^^정말  좋은영화 잘 봤습니다,9
5543,분위기 영상미 OST 스토리 모든게최고,10
5544,무엇보다 영상미가 돋보이는 영화,10
5545,나에게는 반전이었던 마지막이 인상 깊었던 영화.,8
5546,LALA LAND :LA: 꿈과 희망이 가득한 영화와 음악의 도시LA: 꿈 뒤에 가려진 현실과 좌절 LAND: 현실이라는 좌절앞에서 사랑과 꿈을 되새기며 달려가는땅,10
5547,정말 인생 영화 꿈만 같았던 꿈을 쫒아가는 영화,9
5548,달콤한것.. 슬프다ㅠ,10
5549,"꿈은 이뤘지만, 사랑은 이루지 못한....참으로 슬프다.",10
5550,평점 알바같은 개ㅈㄹ 좀 하지말고 다 자기랑 같다고 생각하지말길 확실한건 호불호가 심함  더 확실한건 재밌게 본 사람이 더 많음,10
5551,갈수록 몰입시키게 만드는 영화. 뻔하지 않음에 박수를 보낸다.,10
5552,"음악이 주인공이 영화, 진짜 아름다움",8
5553,영화관에 들어가기 전까지는 내가 최고의 작품을 보러 가고있음을 몰랐다.,10
5554,"한때 꿈과 희망에 가득찼던 우리들, 그 모두에게 환상적인 음악과 영상과 재즈와 향수로 위로하는 최고의 영화 입니다",10
5555,역시 할리우드 역시 엠마 스톤,10
5556,감히 최고입니다람쥐쿡쿡,10
5557,".,.,.,.,.,",10
5558,"꿈과 사랑, 판타지와 현실, 성공과 실패의 희로애락을 두 시간 안에 모두 보여준 인생영화. 밤하늘을 바라보면 배경음악이 귓가에 맴돈다.",10
5559,인생 최고의 영화중 하나,10
5560,스토리와 음악이 너나 할 것 없이 한데 섞인다. 음악을 위한 영화인지 영화를 위한 음악인지 모를 정도로 화려하게 피어났던 127분이었다. 몇 안되는 내 인생 영화 중 하나가 되어주어 영광이다.,10
5561,세상의 모든 로맨티스트를 위하여...,10
5562,영화를 다 보고 내 손이 그냥 평점에 10점을 적고 있다..,10
5563,영화는 끝나도 눈물과 감정을 끝낼 수 없는 영화..,10
5564,꿈을 쫓을 수 있도록 도와준 인생 최고의 영화,10
5565,태어나서 처음으로 돈내고 소장하고싶다는 생각을 하게 해준 인생영화예요 새로 볼 때마다 더 많은걸 느끼고 깨닫게 되네요,10
5566,왜 이제봤을까~ 훌륭하다~,10
5567,음악 컨셉으로 가는 영화는 플롯이 어정쩡한게 많은데 마지막 셉스에서의 씬을 이렇게 멋지게 구성해 놓다니.. 정말 놀랐음.,10
5568,극장에서 연속해서 2번이나 본 영화~내인생 최고의 영화~!!!,10
5569,와 오프닝이 압권이다 롱테이크가 많다 역시 여자들이란..진짜 우리나라 범죄영화 밖에 못만드는 엄청난 격차가 느껴진다,10
5570,같은거 극장에서 4번봐보기는 처음이었던 영화,9
5571,2010년이후  최고의 영화... 평점 9.5를 줄 수 없어 10점에 체크합니다.,10
5572,음악과 영상미 마지막은 안타까워서 그냥..,8
5573,피아노연주소리가 슬퍼서 느낌이 오긴했다..이 영화가 끝까지 해피하기만했다면 명작이 될 수 없었겠지,9
5574,수능이 끝난 겨울.이 영화를 같이 보고 첫고백을 했었다.,10
5575,마지막에 재회할때 음악과 함께 상상씬에서 눈물이.... 하... 진짜 아름답고 즐겁고 슬픈... 여운을 주는 영화. 사랑과 꿈과 인생을 너무 잘 그려냈다. 최고의 영화다ㅠㅠ,10
5576,"다시 보니 다시 다가오는 영화.처음 봤을 때도 좋았지만 다시 봐도 좋았다.원래 영화 다시 보는 거 안 좋아하는데, 이건 세 번, 네 번 그 이상 또 보고 싶네.. 틈 날 때마다 다시 봐서 기억해야지.",10
5577,뮤지컬 영화는 별로 안좋아하는데 이거보고 푹 빠져버렸다.,10
5578,고슬링이 멋있어지는 마법영화,10
5579,서로의 꿈을 자기 것처럼 존중하고 사랑하고 독려해주는 그런 사랑을 하고싶다.,10
5580,마지막 웃음이 제일 멋있었다. 아프고 쓰리고 많이 웃고 즐겁기고 했던 지금은 그저 소중한 우리의 추억.  만나서 행복했어  잘살길 바래 :D,10
5581,"인생영화에요.  누군가 떠올릴 사람이 있다면, 여운이 크게 남아요.",10
5582,이영화는 매번 볼때마다 마지막에 많은생각을 하게한다. 귀정화는 덤!,10
5583,볼 때마다 확고해지는 인생영화,10
5584,아직 가까이있어줘서 고맙다.,10
5585,인생영화. 흔한 사랑 이야기로 끝나지 않는 마지막 엔딩이 너무 좋았다. 5번 봄,10
5586,재즈음악을 좋아하지만 이건 너무 슬프다 나도모르게 눈물이... 이루지못한 놓치고말았던 무언가가 스쳐지나갔다.,10
5587,결말이 참 씁쓸하네..이영화는 어른들을 위한 동화가 맞는것같다 인생이 늘 해피엔딩일수만은 없다 마지막 두사람의 쓴웃음은 어른이 이라면 아무설명 없이 이해가될만큼 이영화의 모든걸 이해하게 만들어준다,9
5588,좋다 음악  꿈   인생    사랑Sad ending이Happy  ending,10
5589,여운이 많이 남는 영화...,10
5590,데이미언 셔젤 감독님 위플래시 보러 갑니다~,10
5591,현실의 벽과 마주하는 재즈와 라라랜드의 예술가들...,9
5592,엄청 신선했습니다. 처음 고가도로 위의 씬부터 너무 색달랐고그 노래가 마지막에 그렇게 슬퍼질줄은...ㅠ,9
5593,마지막 엔딩신은 너무나도 행복하지만 슬프다,10
5594,몽환적인 분위기의 뮤지컬이 나쁘지 않았다. 엠마 스톤이 이리도 매력적인 배우인줄은 몰랐다.약간은 부족한듯 빈틈이 있어보이는 두 주인공의 성공기가 아주 보기 좋았다. 중독성 있는  OST덕분에 아직도 귀에는 라라랜드의...,8
5595,행복해지는 순간이었습니다~,9
5596,인생 영화 다시 보러 가고 싶다,10
5597,살면서 봤던 영화 중 가장 아름다운 새드엔딩. 만약 우리가 그 때 그랬다면 지금 함께일 수 있었을까?하는 듯한 마지막 영상,10
5598,"""대중 음악영화중 단영최고,최고의 현실적  해피엔딩 러브스토리""Jazz 소재의 영화중 최고..테마곡하나로 상화마다 다른느낌으로 Jazz가뭔지 알려줌,단순한 스토리로 이해하기쉬움, 현실적관계,전개로 공감...",10
5599,"인생영화 ㅠㅠ 색채, 노래, 연출 모든게 다 좋았고 특히 마지막 10분은 최고였다.. 꿈에 대한 서로의 가치관 차이, 고민, 갈등, 사랑 등 아름다우면서도 너무 아프고 슬픈 영화였다 ㅠㅠ 극장에서 안본걸 후회중임.....",10
5600,"내인생 최고의 영화이 영화를 보기 전 재즈와 뮤지컬에 대해 충분히 이해하고, 카사블랑카, 싱잉 인더 레인 같은 고전 영화를 많이 접해놓으면 감동이 더 크다.",10
5601,왜 아카데미 시상식을 휩쓸었는지 알겠네요!,9
5602,꿈 꾸는 자들을 위하여.. 감사합니다.,10
5603,영화관에서 안보고 이제와서 본게 후회됨...,10
5604,예전의 추억과 현실의 나를 마주한 느낌많이 슬펐습니다.,10
5605,지루하진 않았는데. 서로 사랑하고 서로의 꿈을 응원해주고 격려해주고. 옛생각나서 너무 멋지고 이쁘고 아름다웠는데. 여주가 남주찾는 노력1도 없이 반전 준건 너무 가혹해요...진짜 남주 불쌍해서 엉엉 울음.,7
5606,올해 본 가장 좋은 영화였습니다,10
5607,너무 재미있었어요~~,10
5608,"엠마 스톤.. 너무나 사랑스럽다. 영화 보는 내내 홀딱 반했다. 영화의 사운드도 정말 좋았지만.. 초중반엔 좀 지루했다. 하지만, 후반 20분은 정말 대박!!!",9
5609,남자의 로맨스란 이런 것! 정말 잘 만든 영화,8
5610,많은 생각을 하게 해주는 영화네요~ 좋아요,10
5611,힘든시기에 보고 위로 받았던 영화,10
5612,벌써 3번째 상영이다 보고 또 봐도 명작이다,10
5613,가슴먹먹하게만드는현실적인인생영화ㅠㅠ,9
5614,모든 것이 완벽하다. 사랑과 꿈에 대한 모든 감정이 담겨져 있는 영화.,10
5615,가지못한 라라랜드아쉬움은 있지만 아름다운 추억이 있어 행복한 여운이 계속 남아 두고두고 생각날것 같습니다.,10
5616,마지막은 해피엔딩이 아니라 아쉽다,10
5617,아련해지는 엔딩이 좋았어요,10
5618,"마지막에 세바스찬이 음악으로 미아에게 ""그 때 그랬다면""을 전할때 너무 슬펐다...",9
5619,처음 나왔을때도 이영화의 평이 좋아도 보지않았었는데 왜 이제야 봤을까 영화관에서도 개봉당시 볼것이 없다며 그냥 나온것이 후회가 된다.,10
5620,"인생은 언제나 모든 것을 이룰 순 없지만, 이뤄 가는 모든 순간들이 모여 인생이 된다는 것을 잘 보여준 명작.",9
5621,위플래시때부터 눈여겨본 감독이었는데 역시나 대박을 터뜨리네요. 좋은영화...,10
5622,잘봤습니다 죽쒀서 개준년,9
5623,영화는 괜찮았는데 딱히 기억에 남는 넘버가 없다..!,8
5624,3번 봤다...태어나서 처음으로. 그렇지만  또 보고픈 영화..,10
5625,처음영화관에서 봤던 그 느낌이 그리워서 그때로 돌아가고싶다,10
5626,20번넘게봤는데 한번도 안운적이없다...가슴이 찢어질듯 쓰라리고 아픔..지나간 장면하나하나가 마지막 세바스찬 회상씬에서 만약 이랬었다면 하는 상상이 더더욱 감정을 끌어올림 으하하아악ㅠㅠㅠ두배우 눈빛연기 음악이며 다 ...,10
5627,꿈을 향해 달려가는 이들을 응원했는데결말에 가서는 그 상황이 꿈이길 바랬다,8
5628,그냥 끝남... 타이타닉 이후로 내 인생 최고의 영화 ㅠㅠ 별 100개도 안아까움 영화관에서 세번본영화는 처음..볼때마다 눈물날거같고 느낌도 다르다 ㅠㅠ 진짜 천년에 한번 나올까말까한 영화다,10
5629,20대 초반에 이 영화가 나왔으면 내 안생을 바꿨을지도 모르겠다.,10
5630,꽤 현실적인영화. 마지막이 넘 슬프다. 근데 엠마스톤의연기가 지적할 수 없지만 아쉬움으로 남았다.,8
5631,4번째관람이지만 정말정말재밌어요,9
5632,끝의 여운이 잊혀지질 않는다.,10
5633,현실적인 결말이라 좋았네요.,10
5634,이런 영화를 볼수 있었던건 정말행운이네요,10
5635,OST가  자꾸 생각나는 다시 보고 싶은 영화입니다.,10
5636,너무너무감동적이였습니다~~노래도너무기억에남구요~~,10
5637,제 인생영화에요 ㅜㅜ 두 번 봤는데도 재밌네요,10
5638,영상과 배경음악은 너무나 황홀하다 내용은 씁쓸하지만 현실적인 내용이라 공감도 충분히 간다,10
5639,기대안하고 봤는데 재밌었어요.,9
5640,"서른 한 살, 새로운 인연을 이어준 영화이기도 합니다. 계속 평생 이 영화를 돌아볼 때, 옆에 그 사람이 함께 였으면 좋겠어요. 함께 추억했으면 좋겠습니다.",9
5641,잔잔함 감동 멋진음악,8
5642,"자신의 꿈을 끝까지 따라가서 성취하는 것, 그리고 그 모든것을 이해해주고 응원해주는 soul mate, 지고지순한 사랑, 아름다운 예술이 사람에게 주는 위로, 가족의 따뜻하고든든한 울타리, 청춘과 정열... 그 모든...",9
5643,동화같은 꿈을 꾸는 이들이 현실을 살기위해 포기하지 않도록 파이팅,10
5644,vod 언제나와요..,10
5645,뻔하지만 뻔하지 않은 영화,8
5646,너무 좋아서 3번 봤어요,10
5647,꿈같은 영화였어요! 꿈꾸며 살기 바라는 모든 분들께 추천합니다.,10
5648,먹먹한 결말. 결국 꿈은 이뤘으니 축하해줘야 할지 울어야 할지 모를 복합적인 감정이 들었다.,10
5649,영화라서 영화처럼 끝나길 바랫다하지만 내 연애 스토리만 같앗다아쉬움이 너무나 남는 영화그 아쉬움을 잘 전달해준 영화,9
5650,첨에 뮤직컬 영화라 해서 거부감 있었는데 보고나니 너무 아름답고 낭만적인 영화였음  엠마스톤이랑 라이언 고슬링 너무 연기 좋고 음악등등 다 너무 좋았다... ㅜ,10
5651,아....좋긴한데 결말이 넘나속상한건 어쩔수없네요ㅠ,8
5652,꿈꾸는 영화 이게 현실이라면 얼마나 좋을까요,7
5653,영화속에서 나오는 음악 이 너무 좋습니다,10
5654,어이가 없다. 그냥 말을 안할란다,10
5655,12차 찍고옴 이제 한계인듯음악은 들을수록 정만 잘만들었다는 생각들고빠져드내요2017년 피아노 도전해볼 생각,10
5656,작은 상영관에서 봤어도 너무나 만족스러운 영화 다시보고 다시보고 다시보고싶은 영화 짱,9
5657,시각적으로 환상적이고 아름답다. 한동안 마음이 아픈 영화.,10
5658,내 꿈과 사랑 그리고 추억을 상기시켜준 소중한 영화,10
5659,해피엔딩이 아니어서 더 현실적이었던 아름다운 영화,10
5660,마지막에 둘의 회상장면이 잊혀지지가 않음 최고의 명장면이자 가장 슬픈 장면,10
5661,진심을 다해 사랑했던 사람이 있었다면 소장해야할 영화,10
5662,음악. 눈빛. 오고가는 감정들. 색감. 완벽하다.,10
5663,"전망좀봐요,,별로에요,,최악이내요,,",9
5664,잊고 있있던 '나'에 대해 다시 한번 깨닫게 해 준 영화,10
5665,ost를 먼저 듣고 보게 된 영화입니다극장에서 보길 잘했다 생각된 후회없는 선택이었습니다다시 보고싶네요,10
5666,최고! 특히 마지막은 ....,9
5667,꿈에 대해 진정 논할수 있는 영화였다. 미아와 세버스찬의 눈빛교환은 잊혀지지 않는다.,10
5668,눈과 귀가 즐거운 영화였네요~,8
5669,노래나 영상 결말도 좋았어요,9
5670,최고의 영화 3번 4번 보세여,10
5671,꿈사랑 가장 필요한 두가지에 대한 말할 수없이 즐거운 영화,10
5672,정말 오랫만에 보는 아름답고 몰입도 강한 영화,10
5673,간만의 인생영화 . 자극적인 소재가 판치는 사이에 따뜻하고 사랑스러운영화를 만나 너무 기뻤바.,10
5674,왜명작이라하는지알수있었습니다!! 오래노래기억에남을거같은영화!! 영화내리기전에 본게 천만다행 ㅠ,9
5675,노래가 너무 좋아요 재밌습니다,8
5676,"새로운 것인 척 꾸미거나 속임수를 쓰기는 의외로 쉽다. 언젠가 봤던 것, 느꼈던 것처럼 아련하면서도 낯설게 하는 건 참 고수의 스킬이구나 싶다.",9
5677,아름다운 영화. 뮤지컬로 보고 싶다.,9
5678,꿈을꾸는바보들의이야기,10
5679,처음 들을때는 몰랐다 이 음악이 슬퍼질거란걸,10
5680,곧 입학할 새내기들에게 환상을 심어주어 음악동아리에 빠져들게 만들 영화,7
5681,음악이 다 너무 좋았고 행복해지는 영화,10
5682,너무재밌습니다 한번더 볼거에요 ㅎㅎㅎ사람들이 왜 라라랜드라라랜느햇는지 알겠습니다 ㅋㅋㅋㅋ 너무재밌습니다 한번더 볼거에요 ㅎㅎㅎ사람들이 왜 라라랜드라라랜느햇는지 알겠습니다 ㅋㅋㅋㅋ 너무재밌습니다 한번더 볼거에요 ㅎㅎㅎ...,10
5683,21세기의 미국판 화양연화... ㅠㅠ 진심으로 사랑했다 이별해본 사람들은 알지.. 너무 황홀했던 엔딩... ㅠ,10
5684,극장판으로 3 번이나 봤다 말이 필요 없다 직접 보시라,10
5685,한편의 뮤지컬을 보는것 같다. 전혀 어색하지 않다.,10
5686,"아카데미상에서 사상최다위 노미네이션을 쟁취한 것도 이 영화앞에선 장식일 뿐이다.이 영화는 현대 LA에서 꿈을 향해 몸을 아까지 않으며 달려가는 우리나라 한국,서울에도 있을 법한, 있길 바라는 젊은이들의 애달픔을 담은...",10
5687,음악도 내용도 너무 좋은 영화,9
5688,처음 시작했을때 나의 눈을 끌어당긴 영화. 너무나 잘 어울리는 두남녀 특히 둘이 같이 노래할때 city of stars 아름다웠다 하지만 결말만 생각하면 많이 슬펐다 둘이 이루어진 모습을 보고싶었는데지금까지 여운이 ...,10
5689,굿굿입니다.에쁘고 아릅다운 영화,10
5690,눈과 귀과 즐거운 로맨틱한 영화,9
5691,최고의영화 음악에한동안 빠져들음,10
5692,"꿈과 사랑은 공존할 수 없을까라고 첫관람에서 느꼈다면,나로 사는게 어떤건지 알고싶게하는 두번째 관람이었다",10
5693,좋았네요 슬프기도하고,9
5694,재밌어요. 세번째 봄. 또 보고싶네요.,10
5695,"약간 초반에 인도영화느낌 인데 영화가 진행될수록 재즈 음악과 스토리가 어우러지는 영화, 그리고 현실과 꿈 사이의 갈등이 잘나타네요.",10
5696,너무 기대했던 영화라서 보는내내 행복했어요~,10
5697,가슴이 따뜻하면서도 아련해지는 그런 영화 ..,9
5698,마음이 아려 오는 영화. 또 다시 영화관을 찾게 만드네요..나의 인생 영화가 될 것 같네요,10
5699,2번 봐도 인생영화 .. 감수성 터지는 영화 추천!,10
5700,힘들 때 서로 의지가 되어준 사람을 기억나게 해준다. 마지막 클럽에서 서로 봤을 때 정말 짠함.,10
5701,이뤄지지 않아 흔하지읺은 영화,10
5702,헤어진 여자친구가 생각이나는 영화,10
5703,내가 너와 헤어진 12월에 봤으면 눈물을 엄청 쏟았을 영화,10
5704,라라랜드 도전하는 삶무엇을 얻기위해선 하나를포기하는것도아름답다ㅎ,10
5705,꿈과 목표에대한 이야기. 중간에 노래가사가 너무 현실이라 눈물왈칵 쏟았다. 계속되는 엇갈림 속에서도 두사람은 꿈에대한 약속만은 지켜냈다.,10
5706,마지막 연출에 울컥했다,9
5707,"다소 진부한 스토리. 그러나 배우의 열연과 환상적인 음악,LA의 멋진 풍경들이 어우러져 영화에 빠져들게 만든다. 아름답고 황홀하다. 마음 속 깊이 가라앉아 있던 꿈과 사랑에 대한 동경이 꿈틀댄다.",9
5708,가끔씩 자기전에 라라랜드의 OST가 귓가에 맴돈다~~넘 황홀한 영화!! 굿굿,10
5709,"영화가 끝나고, OST를 듣기 위해 올라가는 스탭롤을 끝까지 본건 처음.",10
